"NGA","PreRate","PostRate","MGUncertainty","TimeWindow","Region","Lang","Difference","V9"
"Niger Inland Delta",0,0.000387503731481395,499,200,1,31,0.000387503731481395,100
"Niger Inland Delta",0,0.00078891145707957,499,300,1,31,0.00078891145707957,100
"Niger Inland Delta",0.000255495336643645,0.00103215402871705,499,400,1,31,0.000776658692073405,100
"Niger Inland Delta",0.000204396269314916,0.00082572322297364,499,500,1,31,0.000621326953658724,100
"Niger Inland Delta",0.000170330224429097,0.000690150352248855,499,600,1,31,0.000519820127819758,100
"Niger Inland Delta",0.000302918195963341,0.000590127338307269,499,700,1,31,0.000287209142343928,100
"Niger Inland Delta",0.000265053421467924,0.000581172858436611,499,800,1,31,0.000316119436968687,100
"Niger Inland Delta",0.000235603041304821,0.000569525513779342,499,900,1,31,0.000333922472474521,100
"Niger Inland Delta",NA,0.000512572962401408,499,1000,1,31,NA,100
"Niger Inland Delta",NA,0.000406819263148859,499,1100,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1200,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1300,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1400,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1500,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1600,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1700,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1800,1,31,NA,100
"Niger Inland Delta",NA,NA,499,1900,1,31,NA,100
"Niger Inland Delta",NA,NA,499,2000,1,31,NA,100
"Orkhon Valley",-0.00035070233192468,0,150,100,2,40,0.00035070233192468,-9900
"Orkhon Valley",-0.000136842946352995,4.88431523548549e-05,150,200,2,40,0.00018568609870785,100
"Orkhon Valley",-9.12286309019966e-05,3.25621015699033e-05,150,300,2,40,0.0001237907324719,100
"Orkhon Valley",0.000235958993940633,0.00030122013622739,150,400,2,40,6.5261142286757e-05,100
"Orkhon Valley",0.000188767195152506,0.00037239461344732,150,500,2,40,0.000183627418294814,100
