"Latium","Paris Basin","Iceland","Upper Egypt","Niger Inland Delta","Ghanaian Coast","Crete","Galilee","Susiana","Konya Plain","Yemeni Coastal Plain","Kachi Plain","Deccan","Garo Hills","Cambodian Basin","Central Java","Kapuasi Basin","Middle Yellow River Valley","Kansai","Southern China Hills","Sogdiana","Orkhon Valley","Lena River Valley","Valley of Oaxaca","Cahokia","Finger Lakes","Cuzco","North Colombia","Lowland Andes","Big Island Hawaii","Chuuk Islands","Oro PNG"
6768.85409693515,6883.71171542764,6735.80148073244,6475.18136447795,9797.70913640536,10528.6804918591,6355.21492190177,5789.6522754632,4838.17869094006,5656.90529741551,6515.52990135033,3610.8490465864,4283.17586453314,2652.23102146608,3758.47611043177,6071.46599246706,5245.24012174533,1606.93468457005,3040.79762479115,2188.34925201945,2990.72199035414,0,2431.80272882408,12607.9513161469,10382.2631289469,10018.6547020996,16235.9124227633,13558.6011327328,15088.8966227822,9237.45960876458,6387.11659562141,7643.34603857187
7055.86680429001,6696.07069602262,5632.41963202084,7786.28780877906,10206.9079032989,11268.534214488,7191.08442363967,6986.90352963813,6394.32098580318,6618.73264837418,8338.69766025079,5721.03362622424,6685.05627957623,5080.90316810379,5909.82147287513,7995.98294408479,7109.52984052988,3401.18027362278,3191.46334629447,4392.75874911699,4795.52885255503,2431.80272882408,0,10223.2537699884,8136.95288732446,7982.2431037686,14211.1329590932,11529.7139421835,12929.3077437253,7314.73579963406,6488.50642776698,8169.00066397331
10256.0344431154,9231.01508894909,7575.31277124323,12771.0635842888,9848.91412129197,10517.3833506367,11568.9854422563,12495.5911456704,13376.4357343575,11934.3672984451,14379.9564643884,14588.3316313179,16336.8795728018,15226.2305184825,15941.2519606528,16862.0662228677,16254.9505777432,13482.621433725,12003.4396473092,14576.8592312224,13490.503344418,12607.9513161469,10223.2537699884,0,2490.71299483435,3410.73917481026,4343.60053118667,2588.32172517086,3050.58128444786,6221.46920925004,12030.3787389068,12938.9248813932
8127.69180557911,7038.81503778328,5166.72919586551,10706.896725609,8603.49736830086,9607.15201122184,9432.54827280673,10280.237030998,11017.2851642852,9678.09625048091,12342.2352360185,12103.1132220127,13847.2464924072,12887.2361200032,14046.6578517083,15938.6780571136,15065.7533178775,11532.9296820543,10562.7606757486,12510.4542235695,11000.0082621702,10382.2631289469,8136.95288732446,2490.71299483435,0,1186.21890695276,6092.09937423756,3502.59866206137,4793.09952658103,6599.26878219405,11866.8641651131,13340.4503863089
6980.24888137114,5905.35916925979,4167.97398635676,9555.3927939875,7459.6514545376,8510.31638927528,8292.29380220903,9167.32876304432,9976.42268481821,8578.78517397615,11193.159731581,11222.9801680658,13016.7872895563,12331.3183119967,13775.2775738109,15978.1197190966,15090.1696038382,11354.1005655035,10752.658564189,12204.069787085,10167.6982949102,10018.6547020996,7982.2431037686,3410.73917481026,1186.21890695276,0,6267.34933272879,3564.44567976871,5070.90980329677,7660.92625930045,12595.0618705737,14213.3870510748
10562.6205716306,10028.8893617868,9612.45742608092,12114.2744694696,8290.60148637715,8207.00064674777,11514.8925791822,12423.8411253018,13636.5205183719,12193.8974311711,13072.8227424699,15513.9030822555,16640.7349908236,17761.0180408963,19575.9440819105,17722.6454368003,18518.2005210485,17610.8016297586,16337.7641846348,18399.1080287877,15073.8737865001,16235.9124227633,14211.1329590932,4343.60053118667,6092.09937423756,6267.34933272879,0,2703.14421397387,1327.68178313,9878.46343992842,15197.2895729849,14938.2842276036
8891.74595045443,8081.37673583724,7149.84680884405,11082.4451990874,7618.13377640889,8085.37967251877,10097.5614149232,11078.2531101411,12204.1225559523,10651.843785959,12508.5531655698,13918.335560366,15634.8837095136,15637.3732853903,17311.2878686802,19403.1110058141,18566.9881493005,14916.4068541752,14055.2393147801,15746.4474608431,13090.0378211733,13558.6011327328,11529.7139421835,2588.32172517086,3502.59866206137,3564.44567976871,2703.14421397387,0,1585.17571484161,8809.78377145734,14617.7182139971,15426.9737694989
10236.0386652288,9521.65014535292,8727.66274982605,12185.7936509048,8470.22175465807,8652.5743264284,11354.8109594881,12321.785821039,13504.8113265738,11969.6534810425,13417.3561207401,15317.9480497183,16876.380434007,17208.396830427,18834.2351346954,18596.7882685811,18870.1185437529,16325.4739816966,15051.4375176987,17269.5701444899,14594.2675682983,15088.8966227822,12929.3077437253,3050.58128444786,4793.09952658103,5070.90980329677,1327.68178313,1585.17571484161,0,8888.35854665856,14538.8855079607,14772.9588443528
13082.1606065363,12109.0878140626,9912.09133838506,14896.7531243126,15012.1981750976,16160.2006140032,13912.7963483184,14086.0922905812,13696.2986718614,13570.6522634896,15651.0501864372,12847.9728750677,13080.258498008,11268.1702357607,10549.5625030697,10650.3504798896,10153.9055517464,8924.25455668847,6839.72347989453,9955.53069495486,12075.0248130115,9237.45960876458,7314.73579963406,6221.46920925004,6599.26878219405,7660.92625930045,9878.46343992842,8809.78377145734,8888.35854665856,0,5811.29132907326,6871.06401805591
13144.4651806341,13085.3251023759,12048.1346952696,12464.1834413631,16149.5869364393,16574.3985163726,12676.5085365172,11953.2323273432,10806.1794140403,11961.5705829053,11735.4819658477,9025.39967621469,8186.72865486437,6759.1653002622,5255.88026328127,4839.35714621547,4405.08939482723,5015.65269230033,3477.22627637397,5482.56343074482,9030.96306307408,6387.11659562141,6488.50642776698,12030.3787389068,11866.8641651131,12595.0618705737,15197.2895729849,14617.7182139971,14538.8855079607,5811.29132907326,0,1812.29044423988
14321.3456414558,14523.4377275405,13789.6123260142,12967.3139072633,16769.912217023,16514.196249443,13538.4959730291,12659.4950851995,11448.6527469196,12837.9163693346,11839.187644965,9573.72907585195,8319.23044277588,7292.59704643551,5470.15704887746,4165.48660955485,4098.8125182812,6101.68769260657,5023.15415213645,6224.67116714303,9876.41663816368,7643.34603857187,8169.00066397331,12938.9248813932,13340.4503863089,14213.3870510748,14938.2842276036,15426.9737694989,14772.9588443528,6871.06401805591,1812.29044423988,0
